t,x,y,z,mf
28110,-10.7422,28.5645,-22.8027,38.10
28120,-9.4727,28.3203,-21.5332,36.82
28131,-9.8633,28.7109,-21.9727,37.48
28142,-11.0352,28.6621,-21.8750,37.71
28153,-10.7910,28.1738,-21.8750,37.27
28164,-10.8398,27.9785,-21.7773,37.07
28175,-10.3516,27.8809,-21.7285,36.83
28186,-10.3516,27.8809,-21.7285,36.83
28196,-10.5957,28.4180,-22.1680,37.57
28207,-10.3516,28.3203,-22.3633,37.54
28218,-9.8145,27.9785,-21.8262,36.82
28229,-10.9375,28.1738,-21.6309,37.17
28240,-10.6934,29.0527,-22.5098,38.28
28251,-10.6934,28.5645,-22.3145,37.79
28262,-10.8398,28.5645,-22.1680,37.75
28273,-10.8398,28.5645,-22.1680,37.75
28283,-10.6445,28.3203,-22.4609,37.68
28294,-10.4980,28.1250,-22.0215,37.23
28305,-10.2051,28.4180,-22.1191,37.43
28316,-10.4004,28.1738,-22.2656,37.39
28327,-10.4980,28.1738,-22.2656,37.41
28338,-9.8633,28.2227,-22.2656,37.28
28349,-10.6934,28.4180,-22.1191,37.57
28360,-10.6934,28.4180,-22.1191,37.57
28370,-10.7422,28.0762,-23.0957,37.91
28381,-9.7168,28.2715,-22.5098,37.42
28392,-10.4004,28.6621,-21.9238,37.55
28403,-10.5469,28.4180,-22.5586,37.79
28414,-10.4492,28.5645,-22.9980,38.13
28425,-9.2773,28.2715,-22.2168,37.13
28436,-10.0586,28.0273,-22.3633,37.24
28447,-10.0586,28.0273,-22.3633,37.24
28457,-10.5469,28.3203,-22.0703,37.42
28468,-10.3027,28.7598,-22.6563,38.03
28479,-9.4727,29.0527,-21.9727,37.64
28490,-10.8398,28.3203,-21.8262,37.36
28501,-10.8398,28.0273,-22.4121,37.49
28512,-10.3516,27.9785,-22.2656,37.23
28523,-10.5469,28.2715,-22.5586,37.67
28534,-10.5469,28.2715,-22.5586,37.67
28544,-10.0586,28.2227,-22.7539,37.62
28555,-10.0586,28.0762,-22.3145,37.25
28566,-10.1074,28.2227,-22.8516,37.69
28577,-9.8145,28.3203,-22.1680,37.28
28588,-10.2051,28.1738,-22.3633,37.39
28599,-10.5469,28.5156,-22.0215,37.54
28610,-9.5703,28.3203,-22.4609,37.39
28621,-9.5703,28.3203,-22.4609,37.39
28631,-9.9121,28.2227,-21.5332,36.86
28642,-10.0098,28.6621,-21.7285,37.33
28653,-9.7168,27.8320,-22.2656,36.94
28664,-9.9609,28.5645,-22.2656,37.56
28675,-10.1074,28.2227,-22.2168,37.31
28686,-10.5957,28.2715,-22.3633,37.57
28697,-9.5703,28.3203,-22.1191,37.19
28708,-9.5703,28.3203,-22.1191,37.19
28718,-10.2051,28.2715,-22.1680,37.35
28729,-10.2051,28.4180,-21.3379,36.97
28740,-10.4004,28.4180,-22.3633,37.63
28751,-10.0586,28.7109,-22.5098,37.84
28762,-10.1074,28.8086,-22.5586,37.96
28773,-10.3516,28.5645,-22.4609,37.78
28784,-10.2539,28.3203,-22.2656,37.46
28795,-10.2539,28.3203,-22.2656,37.46
28805,-10.2051,28.3203,-22.6563,37.68
28816,-10.0586,28.5645,-22.5098,37.73
28827,-9.8145,28.6133,-22.0215,37.42
28838,-10.0586,28.1250,-21.9727,37.08
28849,-10.2539,28.6621,-22.5098,37.86
28860,-10.2539,28.4668,-22.1191,37.48
28871,-10.1562,28.5156,-22.1191,37.49
28882,-10.1562,28.5156,-22.1191,37.49
28892,-10.3516,28.5645,-22.3145,37.70
28903,-10.1074,28.6133,-22.5586,37.81
28914,-10.1074,28.7598,-21.7773,37.46
28925,-10.0098,29.0039,-21.5820,37.51
28936,-10.0586,28.6621,-22.0703,37.55
28947,-9.8633,29.0527,-22.5586,38.08
28958,-10.3516,29.0527,-21.6309,37.67
28969,-10.3516,29.0527,-21.6309,37.67
28979,-9.7656,29.1992,-21.8750,37.77
28990,-10.2051,28.5156,-22.5586,37.76
29001,-9.9121,28.7598,-22.5098,37.84
29012,-9.9609,28.9551,-22.1680,37.80
29023,-10.2051,28.1738,-22.3145,37.36
29034,-9.8633,28.1250,-22.7051,37.47
29045,-9.4727,27.8320,-22.0703,36.76
29056,-9.4727,27.8320,-22.0703,36.76
29066,-9.1797,28.5156,-22.4609,37.44
29077,-9.9609,28.3691,-22.3145,37.44
29088,-9.7168,28.2227,-21.9727,37.06
29099,-10.2051,28.4180,-21.8750,37.29
29110,-10.2051,28.1738,-21.9238,37.13
29121,-10.3516,27.9297,-22.2168,37.16
29132,-10.3516,28.1738,-21.7285,37.05
29143,-10.0586,28.1738,-21.7285,36.97
29153,-9.7168,28.0762,-21.8750,36.89
29164,-9.0820,28.8086,-22.7539,37.82
29175,-9.7656,28.1738,-21.8262,36.95
29186,-10.0098,28.4180,-21.9727,37.29
29197,-9.7656,27.9297,-22.2656,37.03
29208,-9.8145,28.6133,-22.3145,37.59
